question_id,topic,question_text,tags,correct_answer,model_answer,is_correct,model_name,timestamp,response_time,raw_response
addiction_2,Addiction,Which official Church resource provides support group meetings for individuals and families affected by addiction?,addiction;church-programs;pastoral-care;welfare,Addiction Recovery Program (ARP),A,False,gemini,2025-08-27 20:53:09,1.7987101078033447,A
addiction_3,Addiction,"According to official Church teachings, which of the following is an example of a behavioral addiction the Church warns against?",addiction;standards;pornography;FSY,Pornography use,A,False,gemini,2025-08-27 20:53:11,1.6760389804840088,A
adoption_1,Adoption,"According to LDS scripture and doctrine, how can those not born into the house of Israel become part of it?",doctrinal;scripture;house-of-israel;adoption,"By accepting the gospel and being baptized into Christ, thus becoming Abraham’s seed by covenant",A,False,gemini,2025-08-27 20:53:15,2.944988250732422,A
adoption_2,Adoption,"In Church history, when did President Wilford Woodruff announce the end of the ‘law of adoption’ practice and direct members to be sealed to their own ancestors?",historical;church-history;temple;adoption,1894,A,False,gemini,2025-08-27 20:53:19,3.1834170818328857,A
adoption_3,Adoption,"According to the General Handbook, when may a legally adopted child be sealed to adoptive parents in a temple?",practical;policy;temple;sealing;adoption,After the legal adoption is finalized,A,False,gemini,2025-08-27 20:53:23,2.585120916366577,A
adversity_1,Adversity,"According to 2 Nephi 2:11 in the Book of Mormon, which principle explains why adversity exists in mortality?",adversity;doctrinal;book-of-mormon;plan-of-salvation;opposition,There must be opposition in all things.,A,False,gemini,2025-08-27 20:53:27,3.118232011795044,A
adversity_2,Adversity,"In Doctrine and Covenants 122:7, what purpose does the Lord give for severe trials faced by Joseph Smith?",adversity;scripture;doctrine-and-covenants;liberty-jail;doctrinal,"All these things shall give thee experience, and shall be for thy good.",A,False,gemini,2025-08-27 20:53:29,1.2661561965942383,A
adversity_3,Adversity,"According to the General Handbook, what is the intended use of fast offerings administered by bishops to address members' temporal adversity?",adversity;practical;welfare;fast-offerings;general-handbook,To provide temporal assistance to the poor and those in need under the bishop’s direction,A,False,gemini,2025-08-27 20:53:32,2.106114149093628,A
agency_and_accountability_1,Agency and Accountability,"According to 2 Nephi 2:27, what fundamental choice does God grant to all people?",doctrinal;scripture;agency;Book of Mormon,"Liberty and eternal life through the Mediator, or captivity and death according to the power of the devil",A,False,gemini,2025-08-27 20:53:36,2.807175874710083,A
agency_and_accountability_2,Agency and Accountability,"In Latter-day Saint doctrine, at what age are children considered accountable and commanded to be baptized, according to Doctrine and Covenants 68:27?",practical;policy;accountability;baptism;Doctrine and Covenants,Eight years old,A,False,gemini,2025-08-27 20:53:39,2.1265599727630615,A
agency_and_accountability_3,Agency and Accountability,Which Article of Faith teaches that individuals are punished for their own sins and not for Adam’s transgression?,doctrinal;accountability;Articles of Faith;Pearl of Great Price,Second Article of Faith,A,False,gemini,2025-08-27 20:53:44,4.071182012557983,A
apostasy_1,Apostasy,"In Latter-day Saint doctrine, what is meant by the 'Great Apostasy'?",apostasy;restoration;doctrine,"A period after the deaths of the New Testament apostles when priesthood authority and the fullness of the gospel were lost from the earth, necessitating the Restoration",A,False,gemini,2025-08-27 20:53:49,3.0716030597686768,A
apostasy_2,Apostasy,"Which New Testament passage explicitly foretells a 'falling away' before the Second Coming, often cited by Latter-day Saints in connection with a general apostasy?",apostasy;scripture;New Testament,2 Thessalonians 2:3,A,False,gemini,2025-08-27 20:53:53,2.9922802448272705,A
apostasy_3,Apostasy,"According to the General Handbook of The Church of Jesus Christ of Latter-day Saints, which of the following constitutes apostasy that may lead to membership restrictions or withdrawal?",apostasy;policy;handbook,"Repeatedly acting in clear, open, and deliberate public opposition to the Church or its leaders",A,False,gemini,2025-08-27 20:53:56,2.143050193786621,A
apostle_1,Apostle,"According to Doctrine and Covenants 107:23, what is the principal calling of the Twelve Apostles?",apostle;doctrine;D&C 107;priesthood,To be special witnesses of the name of Christ in all the world,A,False,gemini,2025-08-27 20:53:59,1.848222017288208,A
apostle_2,Apostle,"In official Church practice, which groups are sustained as prophets, seers, and revelators?",apostle;practice;leadership;prophets-seers-revelators,The First Presidency and the Quorum of the Twelve Apostles,A,False,gemini,2025-08-27 20:54:03,3.879483938217163,A
apostle_3,Apostle,In what year was the Quorum of the Twelve Apostles first organized in this dispensation?,apostle;history;Kirtland;church-organization,1835,A,False,gemini,2025-08-27 20:54:06,2.042091131210327,A
are_mormons_christian?_1,Are Mormons Christian?,"According to official teachings of The Church of Jesus Christ of Latter-day Saints, do its members consider themselves Christians who worship Jesus Christ?",doctrinal;identity;christology,Yes; they are Christians who believe Jesus Christ is the Son of God and the Savior.,A,False,gemini,2025-08-27 20:54:10,2.7636008262634277,A
are_mormons_christian?_2,Are Mormons Christian?,"What revealed name of the Church, given in Doctrine and Covenants 115:4, underscores its Christian identity?",scripture;doctrinal;identity,The Church of Jesus Christ of Latter-day Saints,A,False,gemini,2025-08-27 20:54:14,2.500614881515503,A
are_mormons_christian?_3,Are Mormons Christian?,What is the subtitle added to the Book of Mormon in 1982 that emphasizes its witness of Jesus Christ?,scripture;book-of-mormon;christology;history,Another Testament of Jesus Christ,A,False,gemini,2025-08-27 20:54:17,1.98356294631958,A
articles_of_faith_1,Articles of Faith,"According to Article of Faith 4, which of the following is NOT named as one of the first principles and ordinances of the Gospel?",Articles of Faith;doctrine;ordinances;scripture,Tithing,A,False,gemini,2025-08-27 20:54:19,1.5567400455474854,A
articles_of_faith_2,Articles of Faith,In which book of Latter-day Saint scripture are the Articles of Faith officially published?,Articles of Faith;canon;Pearl of Great Price;scripture,Pearl of Great Price,C,False,gemini,2025-08-27 20:54:22,1.7240960597991943,C
articles_of_faith_3,Articles of Faith,What does Article of Faith 8 teach about the Bible?,Articles of Faith;scripture;doctrine;Bible,That the Bible is the word of God as far as it is translated correctly,A,False,gemini,2025-08-27 20:54:25,1.6706278324127197,A
atonement_of_jesus_christ_1,Atonement of Jesus Christ,Which aspect of the Atonement of Jesus Christ unconditionally overcomes physical death for all humankind?,atonement;resurrection;doctrine;scripture,His Resurrection,A,False,gemini,2025-08-27 20:54:30,4.373620986938477,A
atonement_of_jesus_christ_2,Atonement of Jesus Christ,"According to Latter-day Saint scripture, in what setting did Jesus experience suffering so intense that He bled from every pore?",atonement;gethsemane;scripture,The Garden of Gethsemane,A,False,gemini,2025-08-27 20:54:35,3.5427050590515137,A
atonement_of_jesus_christ_3,Atonement of Jesus Christ,"According to Alma 7:11–13, why did Jesus Christ take upon Himself pains, sicknesses, and infirmities?",atonement;Book of Mormon;doctrine,To know according to the flesh how to succor His people,A,False,gemini,2025-08-27 20:54:39,3.2854599952697754,A
baptism_1,Baptism,"According to official Latter-day Saint scripture, what is the required mode of baptism?",doctrinal;baptism;ordinances;scripture,By immersion in water,A,False,gemini,2025-08-27 20:54:42,2.5966882705688477,A
baptism_2,Baptism,"In the LDS Church, which is the minimum priesthood office authorized to perform baptism by immersion (with proper authorization)?",practical;priesthood;baptism;policy,Priest (Aaronic Priesthood),C,False,gemini,2025-08-27 20:54:47,2.997779130935669,C
baptism_3,Baptism,Which Latter-day Saint scripture explicitly teaches that baptisms for the dead are to be performed in the temple (the Lord’s house)?,historical;doctrinal;baptism;temple;scripture,Doctrine and Covenants 124,A,False,gemini,2025-08-27 20:54:52,4.100893974304199,A
baptisms_for_the_dead_1,Baptisms for the Dead,"According to LDS scripture, where are baptisms for the dead to be performed?",doctrinal;temple;ordinances,In temples dedicated by proper authority,A,False,gemini,2025-08-27 20:54:55,2.2075557708740234,A
baptisms_for_the_dead_2,Baptisms for the Dead,What is the minimum age for a Latter-day Saint to participate as a proxy in baptisms for the dead?,practical;policy;temple,12 years old,A,False,gemini,2025-08-27 20:54:58,2.6435749530792236,A
baptisms_for_the_dead_3,Baptisms for the Dead,"In Latter-day Saint belief, what determines whether a proxy baptism benefits a deceased person?",doctrinal;afterlife;ordinances,The deceased person’s acceptance of the ordinance in the spirit world,A,False,gemini,2025-08-27 20:55:02,2.646239995956421,A
becoming_like_god_1,Becoming Like God,"Which Latter-day Saint scripture explicitly declares that those who are exalted ""shall be gods, even the sons of God""?",doctrinal;scripture;exaltation;becoming_like_god,Doctrine and Covenants 76:58,A,False,gemini,2025-08-27 20:55:06,3.1329779624938965,A
becoming_like_god_2,Becoming Like God,"According to Romans 8:17, what status do faithful disciples receive that undergirds the Latter-day Saint teaching of becoming like God?",doctrinal;Bible;scripture;becoming_like_god,"Heirs of God, and joint-heirs with Christ",A,False,gemini,2025-08-27 20:55:09,2.1759960651397705,A
becoming_like_god_3,Becoming Like God,"Which passage links the ""new and everlasting covenant"" of marriage with exaltation and becoming ""gods""?",doctrinal;scripture;celestial_marriage;exaltation;becoming_like_god,Doctrine and Covenants 132:19–20,A,False,gemini,2025-08-27 20:55:15,4.3234992027282715,A
bible_1,Bible,"According to the Eighth Article of Faith of The Church of Jesus Christ of Latter-day Saints, how is the Bible regarded?",doctrine;Bible;Articles of Faith,It is the word of God as far as it is translated correctly,A,False,gemini,2025-08-27 20:55:17,1.7047486305236816,A
bible_2,Bible,Which English Bible translation is officially used by the Church in its curriculum and publications?,practice;policy;Bible,King James Version (KJV),A,False,gemini,2025-08-27 20:55:21,2.450455904006958,A
bible_3,Bible,In what year did the Church first publish its LDS edition of the English King James Bible with cross-references and study aids?,history;Bible;standard works,1979,A,False,gemini,2025-08-27 20:55:24,2.3294520378112793,A
"bible,_inerrancy_of_1","Bible, Inerrancy of","According to the eighth Article of Faith of The Church of Jesus Christ of Latter-day Saints, which statement best represents the Church's view of the Bible's inerrancy?",doctrine;scripture;Bible;inerrancy;Article of Faith,It is the word of God as far as it is translated correctly.,A,False,gemini,2025-08-27 20:55:27,1.9198119640350342,A
"bible,_inerrancy_of_2","Bible, Inerrancy of",What do 1 Nephi 13:28–29 in the Book of Mormon teach about the integrity of the biblical record as it went forth among the Gentiles?,scripture;Book of Mormon;Bible;inerrancy;doctrine,Many plain and precious things were taken away from the record.,A,False,gemini,2025-08-27 20:55:31,2.719874143600464,A
"bible,_inerrancy_of_3","Bible, Inerrancy of","What did the Lord command Joseph Smith regarding the New Testament in Doctrine and Covenants 45:60–61, and what does this suggest about biblical inerrancy in Latter-day Saint belief?",scripture;Doctrine and Covenants;Joseph Smith Translation;Bible;inerrancy,"To translate it, implying the need for clarification and correction rather than assuming perfect inerrancy.",A,False,gemini,2025-08-27 20:55:38,6.070427894592285,A
birth_control_1,Birth Control,"According to the Church's General Handbook, who should make decisions about birth control and the timing of children?",birth_control;family_planning;general_handbook,"The married couple, prayerfully between themselves and the Lord",A,False,gemini,2025-08-27 20:55:42,2.619415044784546,A
birth_control_2,Birth Control,"What is the Church’s policy on elective surgical sterilization (e.g., vasectomy or tubal ligation) as a method of birth control?",birth_control;sterilization;general_handbook,"It is discouraged, except possibly in rare cases when serious medical conditions justify it",A,False,gemini,2025-08-27 20:55:45,2.705717086791992,A
birth_control_3,Birth Control,Which statement reflects official Church guidance regarding abortion and birth control?,birth_control;abortion;general_handbook,Abortion should not be used as a form of birth control,A,False,gemini,2025-08-27 20:55:49,2.5135421752929688,A
bishop_1,Bishop,"In Latter-day Saint doctrine, the office of bishop belongs to which priesthood?",bishop;priesthood;doctrinal;D&C 107,The Aaronic Priesthood,B,False,gemini,2025-08-27 20:55:53,2.6767609119415283,B
bishop_2,Bishop,"In a ward, who presides over the priests quorum?",bishop;Aaronic Priesthood;ward leadership;practical;D&C 107,The bishop,A,False,gemini,2025-08-27 20:55:56,2.195375919342041,A
bishop_3,Bishop,Who was the first person called by revelation to serve as a bishop in the Church in this dispensation?,bishop;history;early church;Edward Partridge,Edward Partridge,A,False,gemini,2025-08-27 20:55:59,2.3286757469177246,A
blessing_1,Blessing,Who may perform the naming and blessing of a child in a sacrament meeting in The Church of Jesus Christ of Latter-day Saints?,practical;ordinances;child-blessing;priesthood,A Melchizedek Priesthood holder authorized by the bishop,A,False,gemini,2025-08-27 20:56:04,3.7572760581970215,A
blessing_2,Blessing,"After a child receives a name and a blessing, what Church record is created, if any?",practical;policy;records;child-blessing,A child-of-record membership record if at least one parent is a member and consent is given,A,False,gemini,2025-08-27 20:56:07,2.430551052093506,A
blessing_3,Blessing,Who is authorized to give patriarchal blessings that declare lineage and are recorded by the Church?,doctrinal;patriarchal-blessings;priesthood;leadership,An ordained patriarch set apart under priesthood keys,A,False,gemini,2025-08-27 20:56:10,2.023812770843506,A
book_of_mormon_1,Book of Mormon,"According to the Book of Mormon Title Page, what is the primary purpose of the record?",Book of Mormon;doctrinal;scripture;Title Page,To convince Jew and Gentile that Jesus is the Christ,A,False,gemini,2025-08-27 20:56:13,1.7361400127410889,A
book_of_mormon_2,Book of Mormon,"Who, according to Joseph Smith—History, delivered the gold plates to Joseph Smith for translation of the Book of Mormon?",Book of Mormon;historical;Restoration;Moroni,Moroni,A,False,gemini,2025-08-27 20:56:16,1.9197876453399658,A
book_of_mormon_3,Book of Mormon,In which book of the Book of Mormon are the sacrament prayers recorded?,Book of Mormon;practical;ordinances;scripture,Moroni,A,False,gemini,2025-08-27 20:56:24,7.367330074310303,A
book_of_mormon_and_dna_studies_1,Book of Mormon and DNA Studies,"According to the Church’s Gospel Topics essay 'Book of Mormon and DNA Studies,' which of the following is cited as a reason modern genetics cannot reliably detect any ancient Israelite ancestry among Indigenous peoples of the Americas?",scholarly;Book of Mormon;DNA studies,Genetic drift and population bottlenecks over time,A,False,gemini,2025-08-27 20:56:30,5.12204122543335,A
book_of_mormon_and_dna_studies_2,Book of Mormon and DNA Studies,What does the Church’s Gospel Topics essay say about the scope of peoples described in the Book of Mormon?,doctrinal;Book of Mormon;Gospel Topics essay,It recounts the experiences of a small group in the ancient Americas and does not claim to describe all peoples who lived there,A,False,gemini,2025-08-27 20:56:35,3.6292710304260254,A
book_of_mormon_and_dna_studies_3,Book of Mormon and DNA Studies,How does the Church’s Gospel Topics essay characterize the ability of modern DNA studies to prove or disprove the historicity of the Book of Mormon?,scholarly;official statements;DNA studies,"DNA studies, given current methods and population history, cannot decisively prove or disprove the Book of Mormon",A,False,gemini,2025-08-27 20:56:39,2.7531230449676514,A
book_of_mormon_geography_1,Book of Mormon Geography,What is the Church’s official position on identifying specific modern locations for Book of Mormon events?,Book of Mormon;geography;official-position;practical,The Church has no official position on specific geographic locations of Book of Mormon events.,A,False,gemini,2025-08-27 20:56:43,2.7739648818969727,A
book_of_mormon_geography_2,Book of Mormon Geography,Which of the following geographic expressions appears in the Book of Mormon text?,Book of Mormon;geography;scripture;doctrinal,narrow neck of land,A,False,gemini,2025-08-27 20:56:45,1.783987045288086,A
book_of_mormon_geography_3,Book of Mormon Geography,"According to the Introduction to the Book of Mormon in Latter-day Saint editions, the record describes God’s dealings with ancient inhabitants of which region?",Book of Mormon;geography;introduction;authorized-explanatory,The Americas,A,False,gemini,2025-08-27 20:56:48,1.05281400680542,A
caring_for_those_in_need_1,Caring for Those in Need,"According to the Church’s divinely appointed responsibilities, which of the following is one of the Church’s core purposes?",doctrine;church-mission;welfare;general-handbook,Care for the poor and the needy,A,False,gemini,2025-08-27 20:56:52,3.933593988418579,A
caring_for_those_in_need_2,Caring for Those in Need,What is the primary purpose of fast offerings in the Church?,fast-offerings;welfare;policy;general-handbook,Provide temporal assistance to the poor and needy under the bishop’s direction,A,False,gemini,2025-08-27 20:56:56,2.205918073654175,A
caring_for_those_in_need_3,Caring for Those in Need,"In a ward, who has the primary responsibility and priesthood keys to direct temporal welfare assistance?",bishop;welfare;priesthood-keys;general-handbook,The bishop,A,False,gemini,2025-08-27 20:56:59,2.5102670192718506,A
celestial_kingdom_1,Celestial Kingdom,"Which scripture explicitly teaches that the celestial kingdom contains ""three heavens or degrees""?",doctrinal;celestial-kingdom;scripture,Doctrine and Covenants 131:1–4,A,False,gemini,2025-08-27 20:57:03,3.020631790161133,A
celestial_kingdom_2,Celestial Kingdom,"According to Doctrine and Covenants 137:10, what is the destiny of all children who die before reaching the age of accountability?",doctrinal;celestial-kingdom;plan-of-salvation,They are saved in the celestial kingdom of heaven.,A,False,gemini,2025-08-27 20:57:06,2.281960964202881,A
celestial_kingdom_3,Celestial Kingdom,"According to Doctrine and Covenants 76, in whose presence do those in the celestial kingdom dwell?",doctrinal;celestial-kingdom;D&C,In the presence of God the Father and His Son Jesus Christ.,A,False,gemini,2025-08-27 20:57:14,6.043467044830322,A
charity_1,Charity,"According to Moroni 7:47 in the Book of Mormon, how is ""charity"" defined?",doctrinal;scripture;charity,The pure love of Christ,A,False,gemini,2025-08-27 20:57:16,1.459394931793213,A
charity_2,Charity,Which statement matches Paul’s description of charity in 1 Corinthians 13?,doctrinal;scripture;Bible;charity,Charity envieth not,A,False,gemini,2025-08-27 20:57:19,2.3861591815948486,A
charity_3,Charity,"According to Moroni 7:48, what are disciples counseled to do to obtain charity?",practical;scripture;Book of Mormon;charity,Pray unto the Father with all the energy of heart to be filled with this love,A,False,gemini,2025-08-27 20:57:23,2.354707956314087,A
chastity_1,Chastity,"According to the Church's official teachings, what does the law of chastity require?",doctrinal;policy;handbook;chastity,"That sexual relations be reserved for marriage between a man and a woman, with complete fidelity within marriage",A,False,gemini,2025-08-27 20:57:26,2.2854371070861816,A
chastity_2,Chastity,"In Alma's counsel to his son Corianton, how is sexual sin described in the Book of Mormon?",scripture;Book of Mormon;doctrinal;chastity,As most abominable above all sins save it be the shedding of innocent blood or denying the Holy Ghost,A,False,gemini,2025-08-27 20:57:29,1.6441960334777832,A
chastity_3,Chastity,Which of the following is a standard temple recommend question related to chastity?,practical;temple;policy;chastity,Do you live the law of chastity?,A,False,gemini,2025-08-27 20:57:32,1.87233304977417,A
children_of_god_1,Children of God,"According to official LDS doctrine, what does the phrase ""children of God"" mean regarding all humankind?",doctrinal;children-of-god;heavenly-parents,"That all people are literal spirit children of Heavenly Parents, created in God's image",A,False,gemini,2025-08-27 20:57:35,2.4086198806762695,A
children_of_god_2,Children of God,Which scripture passage states that humans are 'the offspring of God'?,scripture;children-of-god;new-testament,Acts 17:28–29,A,False,gemini,2025-08-27 20:57:39,3.152247190475464,A
children_of_god_3,Children of God,Which official Church document teaches that each person is a beloved spirit son or daughter of heavenly parents?,historical;official-statement;children-of-god,The Family: A Proclamation to the World (1995),A,False,gemini,2025-08-27 20:57:44,4.22383713722229,A
christmas_1,Christmas,"According to the Book of Mormon, who prophesied that a new star would appear and there would be a night without darkness at the birth of Jesus Christ?",doctrinal;scripture;Book of Mormon;Christmas,Samuel the Lamanite,A,False,gemini,2025-08-27 20:57:50,4.879936933517456,A
christmas_2,Christmas,What is the name of the annual Church broadcast held in early December that features messages and music focused on the birth of Jesus Christ?,practical;worship;broadcast;Christmas,First Presidency Christmas Devotional,A,False,gemini,2025-08-27 20:57:53,1.9138500690460205,A
christmas_3,Christmas,The Church’s worldwide “Light the World” initiative during December primarily encourages members and friends to do what?,practical;outreach;service;Christmas,Share Christlike service and invite others to focus on Jesus Christ,A,False,gemini,2025-08-27 20:57:56,1.9520788192749023,A
church_councils_1,Church Councils,"According to Doctrine and Covenants 102, how many high priests constitute a stake high council?",councils;scripture;history,Twelve high priests,A,False,gemini,2025-08-27 20:57:59,2.168755054473877,A
church_councils_2,Church Councils,"According to the General Handbook, what is the primary purpose of a Church membership council?",councils;handbook;membership,"To help protect others, help a person repent through the Savior, and protect the integrity of the Church",A,False,gemini,2025-08-27 20:58:02,2.0791311264038086,A
church_councils_3,Church Councils,"In Doctrine and Covenants 107, how is the Quorum of the Twelve Apostles described in relation to Church councils?",councils;scripture;doctrine,A traveling high council to build up the Church and regulate its affairs in all nations,A,False,gemini,2025-08-27 20:58:06,2.637741804122925,A
church_financial_administration_1,Church Financial Administration,Which body of Church leaders approves the allocation and use of tithing funds for the Church’s annual budget?,finance;tithing;governance,The Council on the Disposition of the Tithes,A,False,gemini,2025-08-27 20:58:10,3.432452917098999,A
church_financial_administration_2,Church Financial Administration,In what setting is the Church Auditing Department’s annual report on the use of contributions presented?,finance;auditing;general-conference,During a session of April general conference,B,False,gemini,2025-08-27 20:58:22,10.775094747543335,B
church_financial_administration_3,Church Financial Administration,What internal control is required when approving local unit expense reimbursements in the Church?,finance;local-unit-policy;internal-controls,"Two authorized approvers must approve each expense, and the payee cannot be one of the approvers",A,False,gemini,2025-08-27 20:58:26,2.9037539958953857,A
church_organization_1,Church Organization,"According to official Church doctrine, who is the only person on earth authorized to exercise all priesthood keys for the Church?",church-organization;priesthood-keys;leadership;doctrinal,The President of The Church of Jesus Christ of Latter-day Saints,A,False,gemini,2025-08-27 20:58:30,2.8621511459350586,A
church_organization_2,Church Organization,"In a standard local congregation (a ward), who presides?",church-organization;local-leadership;wards-and-branches;priesthood-keys,A bishop,A,False,gemini,2025-08-27 20:58:33,1.7484159469604492,A
church_organization_3,Church Organization,"Which general Church office is primarily responsible for overseeing the Church’s temporal affairs (such as welfare, finances, and physical facilities) under the direction of the First Presidency?",church-organization;temporal-affairs;general-leadership;welfare,The Presiding Bishopric,A,False,gemini,2025-08-27 20:58:36,2.253509998321533,A
commandments_1,Commandments,"According to Jesus’s teaching recorded in Matthew 22:37–39 and affirmed in Latter-day Saint doctrine, which two commandments are called the “great commandments”?",doctrinal;commandments;New Testament;great commandments,"Love God with all your heart, and love your neighbor as yourself",A,False,gemini,2025-08-27 20:58:39,1.786179780960083,A
commandments_2,Commandments,"In the sacrament prayer on the bread (Doctrine and Covenants 20:77), which specific commitment regarding commandments do participants make?",practical;sacrament;Doctrine and Covenants;commandments;covenants,Always remember him and keep his commandments which he has given them,A,False,gemini,2025-08-27 20:58:42,2.0406742095947266,A
commandments_3,Commandments,"In the Book of Mormon, who rehearsed the Ten Commandments to King Noah’s priests?",scripture;Book of Mormon;commandments;Ten Commandments,Abinadi,A,False,gemini,2025-08-27 20:58:45,1.8369240760803223,A
conscience_1,Conscience,"Which Article of Faith explicitly affirms the right to worship ""according to the dictates of our own conscience""?",doctrine;scripture;Articles_of_Faith;conscience;religious_liberty,The 11th Article of Faith,A,False,gemini,2025-08-27 20:58:50,4.499399900436401,A
conscience_2,Conscience,"According to Doctrine and Covenants 134:4, what is the government's proper role regarding conscience?",doctrine;scripture;D&C_134;church_and_state;conscience,To restrain crime but never control conscience,A,False,gemini,2025-08-27 20:58:56,4.723981142044067,A
conscience_3,Conscience,"In official Latter-day Saint teachings, which term is sometimes used to describe the inner moral sense known as conscience that helps people discern right from wrong?",doctrine;Light_of_Christ;Gospel_Topics;conscience,The Light of Christ,A,False,gemini,2025-08-27 20:59:00,2.937182903289795,A
consecration_1,Consecration,"Which section of the Doctrine and Covenants first presents the 'law' to the early Saints, including instructions about consecration?",doctrinal;scripture;D&C;consecration;law-of-consecration,Doctrine and Covenants 42,A,False,gemini,2025-08-27 20:59:03,2.594921112060547,A
consecration_2,Consecration,"According to the Church’s official teachings, how do Latter-day Saints live the law of consecration today?",practical;doctrinal;Gospel Topics;consecration,"By consecrating their time, talents, and material means to build up the kingdom of God under the direction of Church leaders",A,False,gemini,2025-08-27 20:59:07,2.8034868240356445,A
consecration_3,Consecration,"In early Church practice described in Doctrine and Covenants 51 and 72, who was designated to receive consecrated properties and appoint stewardships?",historical;scripture;bishops;D&C;consecration,The bishop,A,False,gemini,2025-08-27 20:59:13,5.153607130050659,A
conversion_1,Conversion,"In the Book of Mormon, what phrase is used to describe the inner transformation associated with genuine conversion to Jesus Christ?",doctrinal;scripture;conversion,A mighty change of heart,A,False,gemini,2025-08-27 20:59:18,3.055878162384033,A
conversion_2,Conversion,"According to Alma 23:6, what was a noted outcome among the Lamanites who were converted through the sons of Mosiah’s missionary efforts?",historical-scriptural;Book of Mormon;missionary work;conversion,They never did fall away,A,False,gemini,2025-08-27 20:59:21,1.980686902999878,A
