question_id,topic,question_text,tags,correct_answer,model_answer,is_correct,model_name,timestamp,response_time,raw_response
adoption_3,Adoption,"According to the General Handbook, when may a legally adopted child be sealed to adoptive parents in a temple?",practical;policy;temple;sealing;adoption,After the legal adoption is finalized,A,False,openai,2025-08-27 20:39:43,0.3233489990234375,A
adversity_1,Adversity,"According to 2 Nephi 2:11 in the Book of Mormon, which principle explains why adversity exists in mortality?",adversity;doctrinal;book-of-mormon;plan-of-salvation;opposition,There must be opposition in all things.,A,False,openai,2025-08-27 20:39:45,0.38803696632385254,A
adversity_2,Adversity,"In Doctrine and Covenants 122:7, what purpose does the Lord give for severe trials faced by Joseph Smith?",adversity;scripture;doctrine-and-covenants;liberty-jail;doctrinal,"All these things shall give thee experience, and shall be for thy good.",A,False,openai,2025-08-27 20:39:46,0.6186609268188477,A
adversity_3,Adversity,"According to the General Handbook, what is the intended use of fast offerings administered by bishops to address members' temporal adversity?",adversity;practical;welfare;fast-offerings;general-handbook,To provide temporal assistance to the poor and those in need under the bishop’s direction,A,False,openai,2025-08-27 20:39:48,0.5610239505767822,A
agency_and_accountability_1,Agency and Accountability,"According to 2 Nephi 2:27, what fundamental choice does God grant to all people?",doctrinal;scripture;agency;Book of Mormon,"Liberty and eternal life through the Mediator, or captivity and death according to the power of the devil",A,False,openai,2025-08-27 20:39:49,0.5352089405059814,A
agency_and_accountability_2,Agency and Accountability,"In Latter-day Saint doctrine, at what age are children considered accountable and commanded to be baptized, according to Doctrine and Covenants 68:27?",practical;policy;accountability;baptism;Doctrine and Covenants,Eight years old,A,False,openai,2025-08-27 20:39:51,0.538701057434082,A
agency_and_accountability_3,Agency and Accountability,Which Article of Faith teaches that individuals are punished for their own sins and not for Adam’s transgression?,doctrinal;accountability;Articles of Faith;Pearl of Great Price,Second Article of Faith,A,False,openai,2025-08-27 20:39:53,0.51804518699646,A
apostasy_1,Apostasy,"In Latter-day Saint doctrine, what is meant by the 'Great Apostasy'?",apostasy;restoration;doctrine,"A period after the deaths of the New Testament apostles when priesthood authority and the fullness of the gospel were lost from the earth, necessitating the Restoration",A,False,openai,2025-08-27 20:39:54,0.5528910160064697,A
apostasy_2,Apostasy,"Which New Testament passage explicitly foretells a 'falling away' before the Second Coming, often cited by Latter-day Saints in connection with a general apostasy?",apostasy;scripture;New Testament,2 Thessalonians 2:3,A,False,openai,2025-08-27 20:39:55,0.37300896644592285,A
apostasy_3,Apostasy,"According to the General Handbook of The Church of Jesus Christ of Latter-day Saints, which of the following constitutes apostasy that may lead to membership restrictions or withdrawal?",apostasy;policy;handbook,"Repeatedly acting in clear, open, and deliberate public opposition to the Church or its leaders",A,False,openai,2025-08-27 20:39:57,0.42659783363342285,A
apostle_1,Apostle,"According to Doctrine and Covenants 107:23, what is the principal calling of the Twelve Apostles?",apostle;doctrine;D&C 107;priesthood,To be special witnesses of the name of Christ in all the world,A,False,openai,2025-08-27 20:39:58,0.40119290351867676,A
apostle_2,Apostle,"In official Church practice, which groups are sustained as prophets, seers, and revelators?",apostle;practice;leadership;prophets-seers-revelators,The First Presidency and the Quorum of the Twelve Apostles,A,False,openai,2025-08-27 20:40:00,0.3610219955444336,A
apostle_3,Apostle,In what year was the Quorum of the Twelve Apostles first organized in this dispensation?,apostle;history;Kirtland;church-organization,1835,A,False,openai,2025-08-27 20:40:01,0.5214407444000244,A
are_mormons_christian?_1,Are Mormons Christian?,"According to official teachings of The Church of Jesus Christ of Latter-day Saints, do its members consider themselves Christians who worship Jesus Christ?",doctrinal;identity;christology,Yes; they are Christians who believe Jesus Christ is the Son of God and the Savior.,A,False,openai,2025-08-27 20:40:03,0.5945310592651367,A
are_mormons_christian?_2,Are Mormons Christian?,"What revealed name of the Church, given in Doctrine and Covenants 115:4, underscores its Christian identity?",scripture;doctrinal;identity,The Church of Jesus Christ of Latter-day Saints,A,False,openai,2025-08-27 20:40:04,0.685291051864624,A
are_mormons_christian?_3,Are Mormons Christian?,What is the subtitle added to the Book of Mormon in 1982 that emphasizes its witness of Jesus Christ?,scripture;book-of-mormon;christology;history,Another Testament of Jesus Christ,A,False,openai,2025-08-27 20:40:06,0.39585208892822266,A
articles_of_faith_1,Articles of Faith,"According to Article of Faith 4, which of the following is NOT named as one of the first principles and ordinances of the Gospel?",Articles of Faith;doctrine;ordinances;scripture,Tithing,A,False,openai,2025-08-27 20:40:07,0.4737660884857178,A
articles_of_faith_2,Articles of Faith,In which book of Latter-day Saint scripture are the Articles of Faith officially published?,Articles of Faith;canon;Pearl of Great Price;scripture,Pearl of Great Price,C,False,openai,2025-08-27 20:40:09,0.35610103607177734,C
articles_of_faith_3,Articles of Faith,What does Article of Faith 8 teach about the Bible?,Articles of Faith;scripture;doctrine;Bible,That the Bible is the word of God as far as it is translated correctly,A,False,openai,2025-08-27 20:40:10,0.5103127956390381,A
atonement_of_jesus_christ_1,Atonement of Jesus Christ,Which aspect of the Atonement of Jesus Christ unconditionally overcomes physical death for all humankind?,atonement;resurrection;doctrine;scripture,His Resurrection,A,False,openai,2025-08-27 20:40:12,0.8366923332214355,A
atonement_of_jesus_christ_2,Atonement of Jesus Christ,"According to Latter-day Saint scripture, in what setting did Jesus experience suffering so intense that He bled from every pore?",atonement;gethsemane;scripture,The Garden of Gethsemane,A,False,openai,2025-08-27 20:40:13,0.3778202533721924,A
atonement_of_jesus_christ_3,Atonement of Jesus Christ,"According to Alma 7:11–13, why did Jesus Christ take upon Himself pains, sicknesses, and infirmities?",atonement;Book of Mormon;doctrine,To know according to the flesh how to succor His people,A,False,openai,2025-08-27 20:40:15,0.5812051296234131,A
baptism_1,Baptism,"According to official Latter-day Saint scripture, what is the required mode of baptism?",doctrinal;baptism;ordinances;scripture,By immersion in water,A,False,openai,2025-08-27 20:40:17,0.4919111728668213,A
baptism_2,Baptism,"In the LDS Church, which is the minimum priesthood office authorized to perform baptism by immersion (with proper authorization)?",practical;priesthood;baptism;policy,Priest (Aaronic Priesthood),C,False,openai,2025-08-27 20:40:18,0.7855901718139648,C
baptism_3,Baptism,Which Latter-day Saint scripture explicitly teaches that baptisms for the dead are to be performed in the temple (the Lord’s house)?,historical;doctrinal;baptism;temple;scripture,Doctrine and Covenants 124,A,False,openai,2025-08-27 20:40:20,0.5657298564910889,A
baptisms_for_the_dead_1,Baptisms for the Dead,"According to LDS scripture, where are baptisms for the dead to be performed?",doctrinal;temple;ordinances,In temples dedicated by proper authority,A,False,openai,2025-08-27 20:40:22,0.6973137855529785,A
baptisms_for_the_dead_2,Baptisms for the Dead,What is the minimum age for a Latter-day Saint to participate as a proxy in baptisms for the dead?,practical;policy;temple,12 years old,A,False,openai,2025-08-27 20:40:24,0.9616649150848389,A
baptisms_for_the_dead_3,Baptisms for the Dead,"In Latter-day Saint belief, what determines whether a proxy baptism benefits a deceased person?",doctrinal;afterlife;ordinances,The deceased person’s acceptance of the ordinance in the spirit world,A,False,openai,2025-08-27 20:40:25,0.5200710296630859,A
becoming_like_god_1,Becoming Like God,"Which Latter-day Saint scripture explicitly declares that those who are exalted ""shall be gods, even the sons of God""?",doctrinal;scripture;exaltation;becoming_like_god,Doctrine and Covenants 76:58,A,False,openai,2025-08-27 20:40:27,0.5729818344116211,A
becoming_like_god_2,Becoming Like God,"According to Romans 8:17, what status do faithful disciples receive that undergirds the Latter-day Saint teaching of becoming like God?",doctrinal;Bible;scripture;becoming_like_god,"Heirs of God, and joint-heirs with Christ",A,False,openai,2025-08-27 20:40:28,0.5963280200958252,A
becoming_like_god_3,Becoming Like God,"Which passage links the ""new and everlasting covenant"" of marriage with exaltation and becoming ""gods""?",doctrinal;scripture;celestial_marriage;exaltation;becoming_like_god,Doctrine and Covenants 132:19–20,A,False,openai,2025-08-27 20:40:30,0.5642061233520508,A
bible_1,Bible,"According to the Eighth Article of Faith of The Church of Jesus Christ of Latter-day Saints, how is the Bible regarded?",doctrine;Bible;Articles of Faith,It is the word of God as far as it is translated correctly,A,False,openai,2025-08-27 20:40:31,0.5105750560760498,A
bible_2,Bible,Which English Bible translation is officially used by the Church in its curriculum and publications?,practice;policy;Bible,King James Version (KJV),A,False,openai,2025-08-27 20:40:33,0.6325209140777588,A
bible_3,Bible,In what year did the Church first publish its LDS edition of the English King James Bible with cross-references and study aids?,history;Bible;standard works,1979,A,False,openai,2025-08-27 20:40:35,0.5081708431243896,A
"bible,_inerrancy_of_1","Bible, Inerrancy of","According to the eighth Article of Faith of The Church of Jesus Christ of Latter-day Saints, which statement best represents the Church's view of the Bible's inerrancy?",doctrine;scripture;Bible;inerrancy;Article of Faith,It is the word of God as far as it is translated correctly.,A,False,openai,2025-08-27 20:40:36,0.6454918384552002,A
"bible,_inerrancy_of_2","Bible, Inerrancy of",What do 1 Nephi 13:28–29 in the Book of Mormon teach about the integrity of the biblical record as it went forth among the Gentiles?,scripture;Book of Mormon;Bible;inerrancy;doctrine,Many plain and precious things were taken away from the record.,A,False,openai,2025-08-27 20:40:38,0.43027615547180176,A
"bible,_inerrancy_of_3","Bible, Inerrancy of","What did the Lord command Joseph Smith regarding the New Testament in Doctrine and Covenants 45:60–61, and what does this suggest about biblical inerrancy in Latter-day Saint belief?",scripture;Doctrine and Covenants;Joseph Smith Translation;Bible;inerrancy,"To translate it, implying the need for clarification and correction rather than assuming perfect inerrancy.",A,False,openai,2025-08-27 20:40:39,0.5343365669250488,A
birth_control_1,Birth Control,"According to the Church's General Handbook, who should make decisions about birth control and the timing of children?",birth_control;family_planning;general_handbook,"The married couple, prayerfully between themselves and the Lord",A,False,openai,2025-08-27 20:40:41,0.5249810218811035,A
birth_control_2,Birth Control,"What is the Church’s policy on elective surgical sterilization (e.g., vasectomy or tubal ligation) as a method of birth control?",birth_control;sterilization;general_handbook,"It is discouraged, except possibly in rare cases when serious medical conditions justify it",A,False,openai,2025-08-27 20:40:42,0.7499310970306396,A
birth_control_3,Birth Control,Which statement reflects official Church guidance regarding abortion and birth control?,birth_control;abortion;general_handbook,Abortion should not be used as a form of birth control,A,False,openai,2025-08-27 20:40:44,0.5622100830078125,A
bishop_1,Bishop,"In Latter-day Saint doctrine, the office of bishop belongs to which priesthood?",bishop;priesthood;doctrinal;D&C 107,The Aaronic Priesthood,B,False,openai,2025-08-27 20:40:45,0.41391468048095703,B
bishop_2,Bishop,"In a ward, who presides over the priests quorum?",bishop;Aaronic Priesthood;ward leadership;practical;D&C 107,The bishop,A,False,openai,2025-08-27 20:40:47,0.5741298198699951,A
bishop_3,Bishop,Who was the first person called by revelation to serve as a bishop in the Church in this dispensation?,bishop;history;early church;Edward Partridge,Edward Partridge,A,False,openai,2025-08-27 20:40:49,0.615286111831665,A
blessing_1,Blessing,Who may perform the naming and blessing of a child in a sacrament meeting in The Church of Jesus Christ of Latter-day Saints?,practical;ordinances;child-blessing;priesthood,A Melchizedek Priesthood holder authorized by the bishop,A,False,openai,2025-08-27 20:40:50,0.483673095703125,A
blessing_2,Blessing,"After a child receives a name and a blessing, what Church record is created, if any?",practical;policy;records;child-blessing,A child-of-record membership record if at least one parent is a member and consent is given,A,False,openai,2025-08-27 20:40:52,0.4506549835205078,A
blessing_3,Blessing,Who is authorized to give patriarchal blessings that declare lineage and are recorded by the Church?,doctrinal;patriarchal-blessings;priesthood;leadership,An ordained patriarch set apart under priesthood keys,A,False,openai,2025-08-27 20:40:53,0.6780450344085693,A
book_of_mormon_1,Book of Mormon,"According to the Book of Mormon Title Page, what is the primary purpose of the record?",Book of Mormon;doctrinal;scripture;Title Page,To convince Jew and Gentile that Jesus is the Christ,A,False,openai,2025-08-27 20:40:55,0.6732771396636963,A
book_of_mormon_2,Book of Mormon,"Who, according to Joseph Smith—History, delivered the gold plates to Joseph Smith for translation of the Book of Mormon?",Book of Mormon;historical;Restoration;Moroni,Moroni,A,False,openai,2025-08-27 20:40:57,0.8563730716705322,A
book_of_mormon_3,Book of Mormon,In which book of the Book of Mormon are the sacrament prayers recorded?,Book of Mormon;practical;ordinances;scripture,Moroni,A,False,openai,2025-08-27 20:40:58,0.44808101654052734,A
book_of_mormon_and_dna_studies_1,Book of Mormon and DNA Studies,"According to the Church’s Gospel Topics essay 'Book of Mormon and DNA Studies,' which of the following is cited as a reason modern genetics cannot reliably detect any ancient Israelite ancestry among Indigenous peoples of the Americas?",scholarly;Book of Mormon;DNA studies,Genetic drift and population bottlenecks over time,A,False,openai,2025-08-27 20:41:00,0.7573456764221191,A
book_of_mormon_and_dna_studies_2,Book of Mormon and DNA Studies,What does the Church’s Gospel Topics essay say about the scope of peoples described in the Book of Mormon?,doctrinal;Book of Mormon;Gospel Topics essay,It recounts the experiences of a small group in the ancient Americas and does not claim to describe all peoples who lived there,A,False,openai,2025-08-27 20:41:02,0.7128341197967529,A
book_of_mormon_and_dna_studies_3,Book of Mormon and DNA Studies,How does the Church’s Gospel Topics essay characterize the ability of modern DNA studies to prove or disprove the historicity of the Book of Mormon?,scholarly;official statements;DNA studies,"DNA studies, given current methods and population history, cannot decisively prove or disprove the Book of Mormon",A,False,openai,2025-08-27 20:41:04,0.8972992897033691,A
book_of_mormon_geography_1,Book of Mormon Geography,What is the Church’s official position on identifying specific modern locations for Book of Mormon events?,Book of Mormon;geography;official-position;practical,The Church has no official position on specific geographic locations of Book of Mormon events.,A,False,openai,2025-08-27 20:41:05,0.839622974395752,A
book_of_mormon_geography_2,Book of Mormon Geography,Which of the following geographic expressions appears in the Book of Mormon text?,Book of Mormon;geography;scripture;doctrinal,narrow neck of land,A,False,openai,2025-08-27 20:41:07,0.5547058582305908,A
book_of_mormon_geography_3,Book of Mormon Geography,"According to the Introduction to the Book of Mormon in Latter-day Saint editions, the record describes God’s dealings with ancient inhabitants of which region?",Book of Mormon;geography;introduction;authorized-explanatory,The Americas,A,False,openai,2025-08-27 20:41:09,0.5295319557189941,A
caring_for_those_in_need_1,Caring for Those in Need,"According to the Church’s divinely appointed responsibilities, which of the following is one of the Church’s core purposes?",doctrine;church-mission;welfare;general-handbook,Care for the poor and the needy,A,False,openai,2025-08-27 20:41:10,0.5164318084716797,A
caring_for_those_in_need_2,Caring for Those in Need,What is the primary purpose of fast offerings in the Church?,fast-offerings;welfare;policy;general-handbook,Provide temporal assistance to the poor and needy under the bishop’s direction,A,False,openai,2025-08-27 20:41:12,0.531517744064331,A
caring_for_those_in_need_3,Caring for Those in Need,"In a ward, who has the primary responsibility and priesthood keys to direct temporal welfare assistance?",bishop;welfare;priesthood-keys;general-handbook,The bishop,A,False,openai,2025-08-27 20:41:13,0.36694812774658203,A
celestial_kingdom_1,Celestial Kingdom,"Which scripture explicitly teaches that the celestial kingdom contains ""three heavens or degrees""?",doctrinal;celestial-kingdom;scripture,Doctrine and Covenants 131:1–4,A,False,openai,2025-08-27 20:41:14,0.384505033493042,A
celestial_kingdom_2,Celestial Kingdom,"According to Doctrine and Covenants 137:10, what is the destiny of all children who die before reaching the age of accountability?",doctrinal;celestial-kingdom;plan-of-salvation,They are saved in the celestial kingdom of heaven.,A,False,openai,2025-08-27 20:41:16,0.5242831707000732,A
celestial_kingdom_3,Celestial Kingdom,"According to Doctrine and Covenants 76, in whose presence do those in the celestial kingdom dwell?",doctrinal;celestial-kingdom;D&C,In the presence of God the Father and His Son Jesus Christ.,A,False,openai,2025-08-27 20:41:18,0.8087830543518066,A
charity_1,Charity,"According to Moroni 7:47 in the Book of Mormon, how is ""charity"" defined?",doctrinal;scripture;charity,The pure love of Christ,A,False,openai,2025-08-27 20:41:19,0.5666601657867432,A
charity_2,Charity,Which statement matches Paul’s description of charity in 1 Corinthians 13?,doctrinal;scripture;Bible;charity,Charity envieth not,A,False,openai,2025-08-27 20:41:21,0.6288387775421143,A
charity_3,Charity,"According to Moroni 7:48, what are disciples counseled to do to obtain charity?",practical;scripture;Book of Mormon;charity,Pray unto the Father with all the energy of heart to be filled with this love,A,False,openai,2025-08-27 20:41:22,0.5204470157623291,A
chastity_1,Chastity,"According to the Church's official teachings, what does the law of chastity require?",doctrinal;policy;handbook;chastity,"That sexual relations be reserved for marriage between a man and a woman, with complete fidelity within marriage",A,False,openai,2025-08-27 20:41:24,0.508289098739624,A
chastity_2,Chastity,"In Alma's counsel to his son Corianton, how is sexual sin described in the Book of Mormon?",scripture;Book of Mormon;doctrinal;chastity,As most abominable above all sins save it be the shedding of innocent blood or denying the Holy Ghost,A,False,openai,2025-08-27 20:41:25,0.4099292755126953,A
chastity_3,Chastity,Which of the following is a standard temple recommend question related to chastity?,practical;temple;policy;chastity,Do you live the law of chastity?,A,False,openai,2025-08-27 20:41:27,0.4756629467010498,A
children_of_god_1,Children of God,"According to official LDS doctrine, what does the phrase ""children of God"" mean regarding all humankind?",doctrinal;children-of-god;heavenly-parents,"That all people are literal spirit children of Heavenly Parents, created in God's image",A,False,openai,2025-08-27 20:41:28,0.6354517936706543,A
children_of_god_2,Children of God,Which scripture passage states that humans are 'the offspring of God'?,scripture;children-of-god;new-testament,Acts 17:28–29,A,False,openai,2025-08-27 20:41:30,0.7151031494140625,A
children_of_god_3,Children of God,Which official Church document teaches that each person is a beloved spirit son or daughter of heavenly parents?,historical;official-statement;children-of-god,The Family: A Proclamation to the World (1995),A,False,openai,2025-08-27 20:41:32,0.7486381530761719,A
christmas_1,Christmas,"According to the Book of Mormon, who prophesied that a new star would appear and there would be a night without darkness at the birth of Jesus Christ?",doctrinal;scripture;Book of Mormon;Christmas,Samuel the Lamanite,A,False,openai,2025-08-27 20:41:34,0.7095942497253418,A
christmas_2,Christmas,What is the name of the annual Church broadcast held in early December that features messages and music focused on the birth of Jesus Christ?,practical;worship;broadcast;Christmas,First Presidency Christmas Devotional,A,False,openai,2025-08-27 20:41:35,0.7096717357635498,A
christmas_3,Christmas,The Church’s worldwide “Light the World” initiative during December primarily encourages members and friends to do what?,practical;outreach;service;Christmas,Share Christlike service and invite others to focus on Jesus Christ,A,False,openai,2025-08-27 20:41:37,0.46781182289123535,A
church_councils_1,Church Councils,"According to Doctrine and Covenants 102, how many high priests constitute a stake high council?",councils;scripture;history,Twelve high priests,A,False,openai,2025-08-27 20:41:38,0.5171210765838623,A
church_councils_2,Church Councils,"According to the General Handbook, what is the primary purpose of a Church membership council?",councils;handbook;membership,"To help protect others, help a person repent through the Savior, and protect the integrity of the Church",A,False,openai,2025-08-27 20:41:40,0.466921329498291,A
church_councils_3,Church Councils,"In Doctrine and Covenants 107, how is the Quorum of the Twelve Apostles described in relation to Church councils?",councils;scripture;doctrine,A traveling high council to build up the Church and regulate its affairs in all nations,A,False,openai,2025-08-27 20:41:41,0.39141082763671875,A
church_financial_administration_1,Church Financial Administration,Which body of Church leaders approves the allocation and use of tithing funds for the Church’s annual budget?,finance;tithing;governance,The Council on the Disposition of the Tithes,A,False,openai,2025-08-27 20:41:43,0.6675050258636475,A
church_financial_administration_2,Church Financial Administration,In what setting is the Church Auditing Department’s annual report on the use of contributions presented?,finance;auditing;general-conference,During a session of April general conference,A,False,openai,2025-08-27 20:41:45,0.5959250926971436,A
church_financial_administration_3,Church Financial Administration,What internal control is required when approving local unit expense reimbursements in the Church?,finance;local-unit-policy;internal-controls,"Two authorized approvers must approve each expense, and the payee cannot be one of the approvers",A,False,openai,2025-08-27 20:41:46,0.7132718563079834,A
church_organization_1,Church Organization,"According to official Church doctrine, who is the only person on earth authorized to exercise all priesthood keys for the Church?",church-organization;priesthood-keys;leadership;doctrinal,The President of The Church of Jesus Christ of Latter-day Saints,A,False,openai,2025-08-27 20:41:48,0.5142531394958496,A
church_organization_2,Church Organization,"In a standard local congregation (a ward), who presides?",church-organization;local-leadership;wards-and-branches;priesthood-keys,A bishop,A,False,openai,2025-08-27 20:41:49,0.582787036895752,A
church_organization_3,Church Organization,"Which general Church office is primarily responsible for overseeing the Church’s temporal affairs (such as welfare, finances, and physical facilities) under the direction of the First Presidency?",church-organization;temporal-affairs;general-leadership;welfare,The Presiding Bishopric,A,False,openai,2025-08-27 20:41:51,0.791949987411499,A
commandments_1,Commandments,"According to Jesus’s teaching recorded in Matthew 22:37–39 and affirmed in Latter-day Saint doctrine, which two commandments are called the “great commandments”?",doctrinal;commandments;New Testament;great commandments,"Love God with all your heart, and love your neighbor as yourself",A,False,openai,2025-08-27 20:41:53,0.43500590324401855,A
commandments_2,Commandments,"In the sacrament prayer on the bread (Doctrine and Covenants 20:77), which specific commitment regarding commandments do participants make?",practical;sacrament;Doctrine and Covenants;commandments;covenants,Always remember him and keep his commandments which he has given them,A,False,openai,2025-08-27 20:41:54,0.45867490768432617,A
commandments_3,Commandments,"In the Book of Mormon, who rehearsed the Ten Commandments to King Noah’s priests?",scripture;Book of Mormon;commandments;Ten Commandments,Abinadi,A,False,openai,2025-08-27 20:41:56,0.5004007816314697,A
conscience_1,Conscience,"Which Article of Faith explicitly affirms the right to worship ""according to the dictates of our own conscience""?",doctrine;scripture;Articles_of_Faith;conscience;religious_liberty,The 11th Article of Faith,A,False,openai,2025-08-27 20:41:57,0.5115072727203369,A
conscience_2,Conscience,"According to Doctrine and Covenants 134:4, what is the government's proper role regarding conscience?",doctrine;scripture;D&C_134;church_and_state;conscience,To restrain crime but never control conscience,A,False,openai,2025-08-27 20:41:58,0.37256598472595215,A
conscience_3,Conscience,"In official Latter-day Saint teachings, which term is sometimes used to describe the inner moral sense known as conscience that helps people discern right from wrong?",doctrine;Light_of_Christ;Gospel_Topics;conscience,The Light of Christ,A,False,openai,2025-08-27 20:42:00,0.8698551654815674,A
consecration_1,Consecration,"Which section of the Doctrine and Covenants first presents the 'law' to the early Saints, including instructions about consecration?",doctrinal;scripture;D&C;consecration;law-of-consecration,Doctrine and Covenants 42,A,False,openai,2025-08-27 20:42:02,0.8348920345306396,A
consecration_2,Consecration,"According to the Church’s official teachings, how do Latter-day Saints live the law of consecration today?",practical;doctrinal;Gospel Topics;consecration,"By consecrating their time, talents, and material means to build up the kingdom of God under the direction of Church leaders",A,False,openai,2025-08-27 20:42:04,0.6483500003814697,A
consecration_3,Consecration,"In early Church practice described in Doctrine and Covenants 51 and 72, who was designated to receive consecrated properties and appoint stewardships?",historical;scripture;bishops;D&C;consecration,The bishop,A,False,openai,2025-08-27 20:42:05,0.6351850032806396,A
conversion_1,Conversion,"In the Book of Mormon, what phrase is used to describe the inner transformation associated with genuine conversion to Jesus Christ?",doctrinal;scripture;conversion,A mighty change of heart,A,False,openai,2025-08-27 20:42:07,0.4171750545501709,A
conversion_2,Conversion,"According to Alma 23:6, what was a noted outcome among the Lamanites who were converted through the sons of Mosiah’s missionary efforts?",historical-scriptural;Book of Mormon;missionary work;conversion,They never did fall away,A,False,openai,2025-08-27 20:42:08,0.4235038757324219,A
